id,naam,lowershort,uppershort,type,route,afbeelding,door,capaciteit,stad,lat,lon,adress,
,,glexe027,,personeel,#3l,,,,,,,,
,,glede0028,,les,#4l,,,,,,,,
,,glede0029,,personeel,#5l,,,,,,,,
,,glede0030,,les,#6l,,,,,,,,
,,glede0031,,personeel,#7l,,,,,,,,
,,glede0032,cafetaria,resto,#8l,,,,,,,,
,,,,,,,,,,,,,
,,traphal,,Leslokaal,hal doorlopen tot het einde en dan door een dubbele deur en dan aan de linkerkant,,,,,,,,
,,glede036,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,#traphal,,,,,,,,,,,
,,glede0043,,les,#15l,,,,,,,,
,,glede042,,les,door 0043 en danlinks,,,,,,,,
,,glede044,,personeel,# maar rechtdoor,,,,,,,,
,,glede056,,Leslokaal,# maar links,,,,,,,,
,,glede0046,,,##16l,,,,,,,,
,,glede0046,,,door vorig lokaal  en links 0047,,,,,,,,
,,glede0049,,,door vorig lokaal en rechts,,,,,,,,
,,glede0048,,,# rechtdoor,,,,,,,,
,,goede 047,,,##1€7l,,,,,,,,
,,glede0050,olc,,#18l,,,,,,,,
,,glede0061,studentenaangeleg6,,#19l,,,,,,,,
,,lift,,,,,,,,,,,
,,glede0062,,,#20l burea,,,,,,,,
,,glede0064,ehbo,,#21l,,,,,,,,
,,glede066,onthaall,,rechts grote deur,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,gmell00t,,Bureau,inkomhal de deur rechts en tweede deurlinks,,,,,,,,
,,gmell006 decaan,,Bureau,inkomhal de deur rechts en derde deurlinks ,,,,,,,,
,,gmell1008,,,trapgat naast de inkom tot aan het eerste verdiepen en dan de gang links en de 2de deur rechts,,,,,,,,
,,gmell 1003,,,trapgat naast de inkom tot aan het eerste verdiepen en dan de gang links en de 2de deur links,,,,,,,,
,,gmell1004,,,trapgat naast de inkom tot aan het eerste verdiepen en dan de gang links en de 3de deur links,,,,,,,,
,,gmell1006,,,trapgat naast de inkom tot aan het eerste verdiepen en dan de gang links en de 4de deur rechts,,,,,,,,
,,gmell1005,,,trapgat naast de inkom tot aan het eerste verdiepen en dan de gang links en de 4de deur links,,,,,,,,
,,gmell2005,,,trapgat naast de inkom tot aan het eere verdiepen en dan de gang links en de 2de deur rechts,,,,,,,,
,,gmell2005,,Leslokaal,tramhalte naast dein komhal naar de tweede verdieping en dan eerste deur rechst,,,,,,,,
,,gmell2004,,Leslokaal,tramhalte naast dein komhal naar de tweede verdieping en dan tweede deur rechst,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,gmell2002,,Leslokaal,tramhalte naast dein komhal naar de tweede verdieping en dan eerste deur links,,,,,,,,
,,gmell-1004,,Leslokaal,traphal naar -1 dan richting een lange hal en dan de eerste deur links,,,,,,,,
,,gmell-1008,,Personeel,traphal naar -1 dan richting een lange hal en dan de eerste deur rechts,,,,,,,,
,,gmell-1007,,,traphal naar -1 dan richting een lange hal en dan de tweede deur rechts,,,,,,,,
,,gmell-1006,,,traphal naar -1 dan richting een lange hal en dan de derde deur rechts,,,,,,,,
,,gmell-1005,,,traphal naar -1 dan richting een lange hal en dan de derde deur linke,,,,,,,,
